timestamp_utc,cls_alias,cls_acc,cls_balanced_acc,cls_f1,cls_roc_auc,reg_alias,reg_mae,reg_rmse,reg_r2,reg_hit,n_features_cls,n_features_reg
2025-08-21T23-41-14Z,Logit,0.5297619047619048,0.5321997494182924,0.5433526011560693,0.5163057096831931,Lasso,0.01436076138679029,0.02331006764340279,-0.00037819579265474523,0.5416666666666666,50,45
